학술연구분야분류표 (2016.2월 현재),,,,,,
분야코드,구분,대분류명,중분류명,소분류명,세분류명,분류명 (영문)
E340602,E,의약학,치의학,구강해부학,신경해부학,Neuroanatomy
E340603,E,의약학,치의학,구강해부학,육안두경부일반해부학,Visually General Head and Neck Anatomy
E340604,E,의약학,치의학,구강해부학,두경부신경해부학,Head and Neck neuroanatomical
E340605,E,의약학,치의학,구강해부학,두경부응용해부학,Applied Anatomy of the Head and Neck
E340700,E,의약학,치의학,치아형태학,,Tooth morphology
E340701,E,의약학,치의학,치아형태학,영구치치아형태학,Permanent tooth morphology
E340702,E,의약학,치의학,치아형태학,유치치아형태학,Childish tooth morphology
E340703,E,의약학,치의학,치아형태학,치아교합학,Dental occlusion studies
E340800,E,의약학,치의학,구강악안면조직학,,Oral and Maxillofacial histology
E340801,E,의약학,치의학,구강악안면조직학,구강악안면세포생물학,Oral and Maxillofacial Cell Biology
E340802,E,의약학,치의학,구강악안면조직학,구강안면조직생물학,Orofacial tissue biology
E340803,E,의약학,치의학,구강악안면조직학,치아조직학,Dental histology
E340804,E,의약학,치의학,구강악안면조직학,치주조직학,Periodontal histology
E340805,E,의약학,치의학,구강악안면조직학,구강점막조직학,Oral mucosal histology
E340806,E,의약학,치의학,구강악안면조직학,타액선조직학,Salivary gland histology
E340807,E,의약학,치의학,구강악안면조직학,악관절조직학,Temporomandibular joint histologically
E340900,E,의약학,치의학,구강악안면발생학,,Oral and Maxillofacial Embryology
E340901,E,의약학,치의학,구강악안면발생학,치아발생학,Dental Embryology
E340902,E,의약학,치의학,구강악안면발생학,악골발생학,Jaw Embryology
E340903,E,의약학,치의학,구강악안면발생학,장기발생학,Long-term developmental
E341000,E,의약학,치의학,구강생화학,,Oral Biochemistry
E341001,E,의약학,치의학,구강생화학,종양생화학,Tumor Biochemistry
E341002,E,의약학,치의학,구강생화학,치과영양학,Dental Nutrition
E341003,E,의약학,치의학,구강생화학,효소생화학,Enzyme biochemistry
E341004,E,의약학,치의학,구강생화학,단백생화학,Protein Biochemistry
E341005,E,의약학,치의학,구강생화학,지질생화학,Lipid Biochemistry
E341006,E,의약학,치의학,구강생화학,당질생화학,Carbohydrate Biochemistry
E341007,E,의약학,치의학,구강생화학,유전자발현생화학,Biochemistry of gene expression
E341008,E,의약학,치의학,구강생화학,대사생화학,Metabolic Biochemistry
E341009,E,의약학,치의학,구강생화학,분자유전학,Molecular genetics
E341099,E,의약학,치의학,구강생화학,기타구강생화학,Other Oral Biochemistry
E341100,E,의약학,치의학,구강보건학,,Oral Health Sciences
E341101,E,의약학,치의학,구강보건학,공중구강보건학,Public Oral Health
E341102,E,의약학,치의학,구강보건학,기초예방치의학,Basic Preventive Dentistry
E341103,E,의약학,치의학,구강보건학,임상예방치의학,Clinical preventive dentistry
E341200,E,의약학,치의학,구강내과진단학,,Oral Medicine Diagnostics
E341201,E,의약학,치의학,구강내과진단학,구강병진단학,Oral disease diagnostics
E341202,E,의약학,치의학,구강내과진단학,임상구강내과학,Clinical Oral Medicine
E341203,E,의약학,치의학,구강내과진단학,측두하악장애학,TMD studies
E341204,E,의약학,치의학,구강내과진단학,구강안면동통학,Orofacial pain 
E341205,E,의약학,치의학,구강내과진단학,레이저치의학,Laser Dentistry
E341206,E,의약학,치의학,구강내과진단학,법치의학,Forensic Odontology medicine
E341207,E,의약학,치의학,구강내과진단학,노인치과학,Senior Dentistry
E341300,E,의약학,치의학,구강악안면외과학,,Oral and Maxillofacial Surgery
E341301,E,의약학,치의학,구강악안면외과학,발치학,EXTRACTION Studies
E341302,E,의약학,치의학,구강악안면외과학,구강악안면외상학,Oral and Maxillofacial Traumatology
E341303,E,의약학,치의학,구강악안면외과학,구강악안면종양학,Oral and Maxillofacial Oncology
E341304,E,의약학,치의학,구강악안면외과학,구강악안면신경학,Oral and Maxillofacial Neurology
E341305,E,의약학,치의학,구강악안면외과학,악관절학,Temporomandibular joint studies
E341306,E,의약학,치의학,구강악안면외과학,타액선외과학,Salivary Gland Surgery
E341307,E,의약학,치의학,구강악안면외과학,보철전구강악안면외과학,"Oral and Maxillofacial Surgery, former Prosthodontics "
E341308,E,의약학,치의학,구강악안면외과학,악교정수술학,Orthognathic surgery Studies
E341400,E,의약학,치의학,구강악안면성형재건외과학,,Oral and Maxillofacial Plastic reconstructive Surgery
E341401,E,의약학,치의학,구강악안면성형재건외과학,악안면조직/장기이식학,Maxillofacial tissues / organs Studies
E341402,E,의약학,치의학,구강악안면성형재건외과학,매식학,Implant studies
E341403,E,의약학,치의학,구강악안면성형재건외과학,면역이식학,Transplantation immunity Studies
E341404,E,의약학,치의학,구강악안면성형재건외과학,구강악안면성형외과,Oral and Maxillofacial Plastic Surgery
E341405,E,의약학,치의학,구강악안면성형재건외과학,구강악안면재건외과,Oral and Maxillofacial Reconstructive Surgeons
E341406,E,의약학,치의학,구강악안면성형재건외과학,구강악안면조직공학,Oral and Maxillofacial Tissue Engineering
E341407,E,의약학,치의학,구강악안면성형재건외과학,구강악안면분자생물학,Molecular Biology of Oral and Maxillofacial
E341500,E,의약학,치의학,구강악안면방사선학,,Oral and Maxillofacial Radiology
E341501,E,의약학,치의학,구강악안면방사선학,영상물리학,Video Physics
E341502,E,의약학,치의학,구강악안면방사선학,방사선생물학,Radiation biology
E341503,E,의약학,치의학,구강악안면방사선학,구강악안면영상진단학,Oral and maxillofacial imaging diagnostics
E341504,E,의약학,치의학,구강악안면방사선학,측두하악관절영상진단학,Temporomandibular Joint imaging diagnostics
E341505,E,의약학,치의학,구강악안면방사선학,타액선영상진단학,Video salivary diagnostics
E341506,E,의약학,치의학,구강악안면방사선학,임플란트영상학,Implant Care imaging
E341507,E,의약학,치의학,구강악안면방사선학,디지털영상학,Digital Care imaging
E341600,E,의약학,치의학,치주과학,,Periodontal science
E341601,E,의약학,치의학,치주과학,기초치주학,Periodontal Basic learning
E341602,E,의약학,치의학,치주과학,임상치주학,Periodontal Clinical Studies
E341700,E,의약학,치의학,치과마취학,,Dental Anesthesiology
E341800,E,의약학,치의학,치과교정학,,Orthodontics
E341801,E,의약학,치의학,치과교정학,성장발육학,Growth and Development Studies
E341802,E,의약학,치의학,치과교정학,부정교합진단학,Malocclusion diagnostics
E341803,E,의약학,치의학,치과교정학,부정교합치료학,Occlusion Therapeutics
E341804,E,의약학,치의학,치과교정학,교정생역학,Calibration Biomechanics
E341805,E,의약학,치의학,치과교정학,의원성손상학,Iatrogenic damage to school
E341806,E,의약학,치의학,치과교정학,교정재료학,Calibration Material
E341900,E,의약학,치의학,치과보존학,,Conservative Dentistry studies
E341901,E,의약학,치의학,치과보존학,보존수복학,Conservation can return to school
E341902,E,의약학,치의학,치과보존학,근관치료학,Root Canal Therapy
E342000,E,의약학,치의학,치과보철학,,Prosthodontics
E342001,E,의약학,치의학,치과보철학,금관계속가공의치학,Dental crowns of continued processing
E342002,E,의약학,치의학,치과보철학,국소의치학,Topical in dentistry
E342003,E,의약학,치의학,치과보철학,총의치학,Studies dentures
E342004,E,의약학,치의학,치과보철학,교합학,Occlusal Studies
E342005,E,의약학,치의학,치과보철학,악안면보철학,Maxillofacial Prosthodontics
E342006,E,의약학,치의학,치과보철학,인공치아매식보철학,Artificial tooth implant prosthodontics
E342007,E,의약학,치의학,치과보철학,노인치과보철학,Senior Prosthodontics
E342008,E,의약학,치의학,치과보철학,보철재료학,Prosthodontic Material
E342100,E,의약학,치의학,소아치의학,,Pediatric Dentistry
E342101,E,의약학,치의학,소아치의학,성장과발육,Growth and development
E342102,E,의약학,치의학,소아치의학,발육장애및구강질환,"Developmental disabilities, and oral diseases"
E342103,E,의약학,치의학,소아치의학,행동조절,Behavioral regulation 
E342104,E,의약학,치의학,소아치의학,어린이의수복치료,Orthodontic treatment for children
E342105,E,의약학,치의학,소아치의학,치수치료,Endodontic treatment
E342106,E,의약학,치의학,소아치의학,교정치료,Orthodontic Treatment
E342107,E,의약학,치의학,소아치의학,외과적치료,Surgical Treatment
E342108,E,의약학,치의학,소아치의학,외상성손상,Traumatic injuries
E342109,E,의약학,치의학,소아치의학,장애인치과학,Disabled Dentistry
E342200,E,의약학,치의학,치위생학,,
E342201,E,의약학,치의학,치위생학,임상치위생,
E342202,E,의약학,치의학,치위생학,사회치위생,
E342203,E,의약학,치의학,치위생학,교육치위생,
E349900,E,의약학,치의학,기타치의학,,Other Dentistry
E350000,E,의약학,수의학,,,Veterinary
E350100,E,의약학,수의학,기초수의학,,Basic Veterinary Medicine
E350101,E,의약학,수의학,기초수의학,수의해부학,Veterinary Anatomy
E350102,E,의약학,수의학,기초수의학,수의생리학,Veterinary Physiology
E350103,E,의약학,수의학,기초수의학,수의병리학,Veterinary Pathology
E350104,E,의약학,수의학,기초수의학,수의화학학,Veterinary Chemical Studies
E350105,E,의약학,수의학,기초수의학,수의약리학,Veterinary Pharmacology
E350106,E,의약학,수의학,기초수의학,수의독성학,Veterinary Toxicology
E350107,E,의약학,수의학,기초수의학,수의기생충학,Veterinary Parasitology
E350108,E,의약학,수의학,기초수의학,수의미생물학,Veterinary Microbiology
E350109,E,의약학,수의학,기초수의학,수의면역학,Veterinary Immunology
E350110,E,의약학,수의학,기초수의학,실험동물의학,Laboratory Animal Medicine
E350111,E,의약학,수의학,기초수의학,수의공중보건학,Veterinary Public Health
E350112,E,의약학,수의학,기초수의학,수의신경과학,Veterinary Neuroscience
E350113,E,의약학,수의학,기초수의학,환경위생학,Environmental hygiene
E350114,E,의약학,수의학,기초수의학,수의조직학,Veterinary Histology
E350115,E,의약학,수의학,기초수의학,수의발생학,Veterinary Embryology
E350116,E,의약학,수의학,기초수의학,수의유전학,Veterinary Genetics
E350199,E,의약학,수의학,기초수의학,기타기초수의학,Other basic veterinary
E350200,E,의약학,수의학,임상수의학,,Clinical Veterinary Medicine
E350201,E,의약학,수의학,임상수의학,수의내과학,Veterinary Medicine
E350202,E,의약학,수의학,임상수의학,수의외과학,Veterinary Surgery
E350203,E,의약학,수의학,임상수의학,수의산과학,Veterinary obstetrics
E350204,E,의약학,수의학,임상수의학,수의치과학,Veterinary Dentistry
E350205,E,의약학,수의학,임상수의학,수의안과학,Veterinary Ophthalmology
E350206,E,의약학,수의학,임상수의학,수의종양학,Veterinary Oncology
E350207,E,의약학,수의학,임상수의학,수의임상병리학,Veterinary Clinical Pathology
E350208,E,의약학,수의학,임상수의학,수의방사선학,Veterinary Radiology
E350209,E,의약학,수의학,임상수의학,어패류질병학,Shellfish Diseases
E350210,E,의약학,수의학,임상수의학,수의생물공학,Veterinary Biotechnology
E350211,E,의약학,수의학,임상수의학,가금질병학,Poultry Diseases
E350212,E,의약학,수의학,임상수의학,야생동물질병학,Wildlife Diseases
E350213,E,의약학,수의학,임상수의학,동물행동치료학,Animal Behavior Therapy
E350214,E,의약학,수의학,임상수의학,수의마취학,Veterinary Anesthesiology
E350299,E,의약학,수의학,임상수의학,기타임상수의학,Other clinical veterinary medicine
E359900,E,의약학,수의학,기타수의학,,Other veterinary
E360000,E,의약학,간호학,,,Nursing Science
E360100,E,의약학,간호학,간호학일반,,General Nursing
E360101,E,의약학,간호학,간호학일반,간호윤리,Nursing Ethics
E360102,E,의약학,간호학,간호학일반,간호교육,Nursing Education
E360103,E,의약학,간호학,간호학일반,간호정보,Nursing Information
E360104,E,의약학,간호학,간호학일반,간호학사,Nursing history
E360105,E,의약학,간호학,간호학일반,간호이론,Nursing Theory
E360106,E,의약학,간호학,간호학일반,기초간호과학,Basic Nursing Science
E360107,E,의약학,간호학,간호학일반,간호사회심리학,Nursing Social Psychology
E360108,E,의약학,간호학,간호학일반,건강증진,Health Promotion
E360109,E,의약학,간호학,간호학일반,간호과정,Nursing courses
E360200,E,의약학,간호학,아동간호,,Child Health Nursing
E360201,E,의약학,간호학,아동간호,고위험신생아간호,High-Risk Newborn Care
E360202,E,의약학,간호학,아동간호,급·만성질환아간호,Child Care with Acute/Chronic Condition
E360203,E,의약학,간호학,아동간호,발달과양육,Child Development and Nurturing
E360300,E,의약학,간호학,청소년간호,,Adolescent Health Nursing
E360400,E,의약학,간호학,모성간호,,Maternity Nursing
E360500,E,의약학,간호학,여성건강간호,,Women's Health Nursing
E360600,E,의약학,간호학,성인간호,,Adult Health Nursing
E360601,E,의약학,간호학,성인간호,급성기환자간호,Acute Care Nursing
E360602,E,의약학,간호학,성인간호,응급환자간호,Emergency Care Nursing
E360603,E,의약학,간호학,성인간호,중환자간호,Critical Care Nursing
E360604,E,의약학,간호학,성인간호,만성기환자간호,Chronic patient care
E360605,E,의약학,간호학,성인간호,장기시설환자간호,Nursing in Long-term Care Facilities
E360700,E,의약학,간호학,노인간호,,Gerontological Nursing
E360800,E,의약학,간호학,정신간호,,Psychiatric Mental Health Nursing
E360801,E,의약학,간호학,정신간호,아동정신간호,Child Psychiatric Mental Health Nursing
E360802,E,의약학,간호학,정신간호,청소년정신간호,Adolescent Psychiatric Menatal health Nursnig
E360803,E,의약학,간호학,정신간호,성인정신간호,Adult Psychiatric Mental Health Nursing
E360804,E,의약학,간호학,정신간호,노인정신간호,Elderly Psychiatric Mental Health Nursing
E360805,E,의약학,간호학,정신간호,지역사회정신보건,Community Psychiatric Mental Health Nursing
E360900,E,의약학,간호학,지역사회간호,,Community Health Nursing
E360901,E,의약학,간호학,지역사회간호,학교보건,School Health
E360902,E,의약학,간호학,지역사회간호,산업간호,Occupational Nursing
E361000,E,의약학,간호학,가족간호,,Family Nursing
E361100,E,의약학,간호학,간호관리,,Nursing Management
E361101,E,의약학,간호학,간호관리,간호성과,Nursing Outcome
E361102,E,의약학,간호학,간호관리,간호관리과정,Nursing Management Process
E361200,E,의약학,간호학,기본간호,,Fundamental Nursing
E361201,E,의약학,간호학,기본간호,감염및상처관리,Infection and wound care
E361202,E,의약학,간호학,기본간호,기본간호수기,Fundamental Nursing Skills
E361300,E,의약학,간호학,가정관리,,Home Management
E361400,E,의약학,간호학,호스피스간호,,Hospice care
E361500,E,의약학,간호학,재활간호,,Rehabilitation Nursing
E361600,E,의약학,간호학,"보완,대체/한방간호",,"Complementary, Alternative Nursing "
E369900,E,의약학,간호학,기타간호학,,Other Nursing
E370000,E,의약학,한의학,,,Korean Medicine
E370100,E,의약학,한의학,기초한의학,,Basic Korean Medicine
E370101,E,의약학,한의학,기초한의학,한의학기초이론,Basic Theory of Oriental Medicine
E370102,E,의약학,한의학,기초한의학,원전학,Classics of Oriental Medicine
E370103,E,의약학,한의학,기초한의학,의사학,History of Oriental Medicine
E370104,E,의약학,한의학,기초한의학,생리학(한의학),Physiology (Oriental Medicine)
E370105,E,의약학,한의학,기초한의학,병리학(한의학),Pathology (Oriental Medicine)
E370106,E,의약학,한의학,기초한의학,진단학,Diagnostics (Oriental Medicine)
E370107,E,의약학,한의학,기초한의학,경혈학,Meridian and Acupoint
E370108,E,의약학,한의학,기초한의학,해부학(한의학),Anatomy (Oriental Medicine)
E370109,E,의약학,한의학,기초한의학,본초학,Herbology
E370110,E,의약학,한의학,기초한의학,방제학,Prescription
E370111,E,의약학,한의학,기초한의학,예방한의학,Preventive Oriental Medicine 
E370112,E,의약학,한의학,기초한의학,의공학,Biomedical Engineering
E370199,E,의약학,한의학,기초한의학,기타기초한의학,Other Basic Oriental Medical
E370200,E,의약학,한의학,임상한의학,,Clinical Korean Medicine
E370201,E,의약학,한의학,임상한의학,내과학(한의학),Internal Medicine (Oriental Medicine)
E370202,E,의약학,한의학,임상한의학,침구학,Acupuncture and Moxibustion Medicine
E370203,E,의약학,한의학,임상한의학,부인과학,Gynecology
E370204,E,의약학,한의학,임상한의학,소아과학(한의학),Pediatrics (Oriental Medicine)
E370205,E,의약학,한의학,임상한의학,노인과학,Gerontology
E370206,E,의약학,한의학,임상한의학,남성과학,Andrology
E370207,E,의약학,한의학,임상한의학,안이비인후과,Ophthalmo-Otorhinolaryngology
E370208,E,의약학,한의학,임상한의학,피부과학(한의학),Dermatology (Oriental Medicine)
E370209,E,의약학,한의학,임상한의학,종양학(한의학),Oncology (Oriental Medicine)
E370210,E,의약학,한의학,임상한의학,신경정신과학,Neuropsychiatry
E370211,E,의약학,한의학,임상한의학,체질의학,Constitution Medicine
E370212,E,의약학,한의학,임상한의학,재활의학(한의학),Rehabilitation (Oriental Medicine)
E370213,E,의약학,한의학,임상한의학,외과학,Surgery
E370214,E,의약학,한의학,임상한의학,골상학,Orthopedics and Traumatology
E370215,E,의약학,한의학,임상한의학,추나학,Chuna Medicine
E370216,E,의약학,한의학,임상한의학,마취과학(한의학),Anesthesiology (Oriental Medicine)
E370299,E,의약학,한의학,임상한의학,기타임상한의학,Other clinical Oriental Medicine
E370300,E,의약학,한의학,한방간호학,,Oriental Nursing
E379900,E,의약학,한의학,기타한의학,,Other Korean Medicine
E380000,E,의약학,약학,,,Pharmacy
E380100,E,의약학,약학,약학일반,,Pharmacy General
E380101,E,의약학,약학,약학일반,약학교육,Pharmacy Education
E380102,E,의약학,약학,약학일반,약학정보,Pharmacy Information
E380103,E,의약학,약학,약학일반,약학사,Pharmacy history
E380199,E,의약학,약학,약학일반,기타약학,Other Pharmacy
E380200,E,의약학,약학,생물약학,,Biological Pharmacy
E380201,E,의약학,약학,생물약학,생화학적생물약학,Biochemical Pharmacy
E380202,E,의약학,약학,생물약학,미생물학적생물약학,Microbial Biology Pharmacy
E380203,E,의약학,약학,생물약학,면역학적생물약학,Immunological Biology Pharmacy
E380204,E,의약학,약학,생물약학,생약학,Pharmacognosy
E380205,E,의약학,약학,생물약학,위생약학,Hygiene Pharmacy
E380206,E,의약학,약학,생물약학,약물학,Pharmacology
E380207,E,의약학,약학,생물약학,임상약학,Clinical Pharmacy
E380299,E,의약학,약학,생물약학,기타생물약학,Other Biological Pharmacy
E380300,E,의약학,약학,약화학,,Pharmaceutical chemistry
E380301,E,의약학,약학,약화학,천연물,Natural Products
E380302,E,의약학,약학,약화학,약품화학,Medicinal Chemistry
E380303,E,의약학,약학,약화학,약물제조화학,Pharmaceutical Synthetic Chemistry
E380399,E,의약학,약학,약화학,기타약화학,Other Pharmaceutical chemistry
E380400,E,의약학,약학,약품제제,,Pharmaceutical Formulation
E380401,E,의약학,약학,약품제제,물리약학/약품물리,Physical Pharmacy
E380402,E,의약학,약학,약품제제,약전학,Pharmacopoeia 
E380403,E,의약학,약학,약품제제,약품/약품기기분석,Pharmaceutical Analysis
E380404,E,의약학,약학,약품제제,생물약제학/약물송달학,Biopharmaceutics/Drug Delivery System 
E380499,E,의약학,약학,약품제제,기타약품제제,Other Pharmaceutical Formulation
E380500,E,의약학,약학,한약학,,Herbal studies
E380501,E,의약학,약학,한약학,본초학,Herbology
E380502,E,의약학,약학,한약학,한약방제학,Herbal Prescription
E380503,E,의약학,약학,한약학,한방약리학,Oriental Pharmacology
E380504,E,의약학,약학,한약학,천연물화학,Natural products chemistry
E380505,E,의약학,약학,한약학,한방생리학,Oriental Physiology
E380506,E,의약학,약학,한약학,한방병리학,Oriental Pathology
E380599,E,의약학,약학,한약학,기타한약학,Other herbal studies
E389900,E,의약학,약학,기타약학,,Other Pharmacy
E990000,E,의약학,기타의약학,,,Other Medicine and Pharmacy
F000000,F,농수해양학,,,,"Marine Agriculture, Fishery"
F010000,F,농수해양학,농학,,,Agriculture
F010100,F,농수해양학,농학,농학일반,,Agriculture in general
F010101,F,농수해양학,농학,농학일반,농업교육,Agricultural education
F010102,F,농수해양학,농학,농학일반,농학/농업정보,Agriculture / Agricultural Information
F010103,F,농수해양학,농학,농학일반,농촌개발/계획,Rural development / planning
F010104,F,농수해양학,농학,농학일반,농촌/농업시설관리,Rural / Agricultural Facilities Management
F010199,F,농수해양학,농학,농학일반,기타농학일반,Other Agriculture General
F010200,F,농수해양학,농학,작물학,,Crop studies
F010201,F,농수해양학,농학,작물학,유전육종,Genetics and Breeding
F010202,F,농수해양학,농학,작물학,작물생리/생태,Crop physiology / ecology
F010203,F,농수해양학,농학,작물학,작물재배/생산,Crop cultivation / Production
F010204,F,농수해양학,농학,작물학,작물품질/이용,Crop quality / utilization
F010205,F,농수해양학,농학,작물학,작물조직배양,Plant tissue culture
F010206,F,농수해양학,농학,작물학,작물유전자원,Crop genetic resources
F010207,F,농수해양학,농학,작물학,연초학,Tobacco Studies
F010208,F,농수해양학,농학,작물학,특용작물학,Special - purpose trees plant study
F010209,F,농수해양학,농학,작물학,잡초학/잡초방제학,Weed Science / weed Compositional Herbal Effects
F010299,F,농수해양학,농학,작물학,기타작물학,Other plant study
F010300,F,농수해양학,농학,농생물,,Agricultural Biology
F010301,F,농수해양학,농학,농생물,세균,Germ
F010302,F,농수해양학,농학,농생물,바이러스학,Virology
F010303,F,농수해양학,농학,농생물,균류학,Mycology
F010304,F,농수해양학,농학,농생물,선충학,Nematode Studies
F010305,F,농수해양학,농학,농생물,해충방제,Pest Control
F010306,F,농수해양학,농학,농생물,살충제,Pesticides
F010307,F,농수해양학,농학,농생물,양봉,Beekeeping
F010308,F,농수해양학,농학,농생물,양잠,Sericulture
F010309,F,농수해양학,농학,농생물,곤충생태,Insect ecology
F010399,F,농수해양학,농학,농생물,기타농생물,Other agricultural biological
F010400,F,농수해양학,농학,농화학,,Agricultural Chemistry
F010401,F,농수해양학,농학,농화학,농약학,Pesticide Science
F010402,F,농수해양학,농학,농화학,농업환경화학,Agricultural Environmental Chemistry
F010403,F,농수해양학,농학,농화학,비료학,Fertilizer
F010404,F,농수해양학,농학,농화학,천연물화학,Natural products chemistry
F010405,F,농수해양학,농학,농화학,토양학,Soil science
F010406,F,농수해양학,농학,농화학,응용미생물,Applied Microbiology
F010407,F,농수해양학,농학,농화학,생화학,Biochemistry
F010499,F,농수해양학,농학,농화학,기타농화학,Other Agricultural Chemistry
F010500,F,농수해양학,농학,원예학,,Horticulture
F010501,F,농수해양학,농학,원예학,채소원예,Vegetable Gardening
F010502,F,농수해양학,농학,원예학,과수원예,Orchard Gardening
F010503,F,농수해양학,농학,원예학,화훼원예,Flower Gardening
F010504,F,농수해양학,농학,원예학,시설원예,Horticulture facility
F010505,F,농수해양학,농학,원예학,유전육종,Genetics and Breeding
F010506,F,농수해양학,농학,원예학,조직배양/생물공학,Tissue Culture / Biotechnology
F010599,F,농수해양학,농학,원예학,기타원예학,Other horticulture
F010600,F,농수해양학,농학,자원식물학,,Resources Botany
F010601,F,농수해양학,농학,자원식물학,식용자원식물,Edible Plant Resources
F010602,F,농수해양학,농학,자원식물학,약용자원식물,Medicinal Plant Resources
F010603,F,농수해양학,농학,자원식물학,공예자원식물,Craft Plant Resources
F010604,F,농수해양학,농학,자원식물학,환경자원식물,Environmental Plant Resources
F010605,F,농수해양학,농학,자원식물학,균이자원식물,Bacteria Plant Resources
F010606,F,농수해양학,농학,자원식물학,식물유전자원,Plant Genetic Resources
F010607,F,농수해양학,농학,자원식물학,식물성분화학,chemistry plant extracts
F010608,F,농수해양학,농학,자원식물학,식물생명공학,Plant Biotechnology
F010609,F,농수해양학,농학,자원식물학,식물유전육종학,Plant Genetic Breeding
F010610,F,농수해양학,농학,자원식물학,식물생산공학,Plant Production Engineering
F010699,F,농수해양학,농학,자원식물학,기타자원식물학,Other Resources Botany
F019900,F,농수해양학,농학,기타농학,,Other Agriculture
F020000,F,농수해양학,임학,,,Forestry
F020100,F,농수해양학,임학,임업교육,,Forestry education
F020200,F,농수해양학,임학,산림생태/휴양,,Forest Ecology / Recreation
F020300,F,농수해양학,임학,산림보호/병리곤충,,Forest protection / pathology insect
F020400,F,농수해양학,임학,산림유전/조림/육종,,Forest genetic afforestation / plant breeding
F020500,F,농수해양학,임학,산림경영/경제,,Forest Management / Economics
F020501,F,농수해양학,임학,산림경영/경제,산림측정/평가,Forest measurement / evaluation
F020502,F,농수해양학,임학,산림경영/경제,산림/조수/서식지관리,Forest / Forests nurture / Habitat Management
F020503,F,농수해양학,임학,산림경영/경제,산림정책/통계,Forest policy / Statistics
F020600,F,농수해양학,임학,산림토목/수문,,Forest civil works / hydrologic
F020700,F,농수해양학,임학,산림기계/임산에너지,,Forestry Machinery / Forestry Energy
F020800,F,농수해양학,임학,수목학,,Dendrology
F020801,F,농수해양학,임학,수목학,수목생리,Tree Physiology
F020802,F,농수해양학,임학,수목학,수목병리,Trees Pathology
F020803,F,농수해양학,임학,수목학,수목생화학,Trees Biochemistry
F020900,F,농수해양학,임학,삼림바이오매스,,Forest biomass
F021000,F,농수해양학,임학,임산가공학,,Processing Forestry studies
F021001,F,농수해양학,임학,임산가공학,목재공학/과학,Timber Engineering / Science
F021002,F,농수해양학,임학,임산가공학,목재화학,Wood chemistry
F021003,F,농수해양학,임학,임산가공학,목재물리,Wood Physics
F021004,F,농수해양학,임학,임산가공학,목가구학,Wood Furniture Studies
F021005,F,농수해양학,임학,임산가공학,임산제지학/임산화학,Forestry paper manufacture / Forest Products chemistry
F021099,F,농수해양학,임학,임산가공학,기타임산가공학,Other forest products processing Engineering
F029900,F,농수해양학,임학,기타임학,,Other forestry
F030000,F,농수해양학,조경학,,,Landscape Architecture
F030100,F,농수해양학,조경학,조경사/문화,,Landscape Architecture history / Culture
F030200,F,농수해양학,조경학,경관론,,Landscape theory
F030300,F,농수해양학,조경학,조경계획,,Landscape Planning
F030400,F,농수해양학,조경학,조경설계/미학,,Landscape Design / Aesthetics
F030500,F,농수해양학,조경학,조경구조공학,,Landscape Architecture Structural Engineering
F030600,F,농수해양학,조경학,조경시공/관리,,Landscape Construction / Management
F030700,F,농수해양학,조경학,조경재료,,Landscape Architecture Materials
F030701,F,농수해양학,조경학,조경재료,식물재료,Plant materials
F030702,F,농수해양학,조경학,조경재료,비식물재료,Non-plant materials
F030800,F,농수해양학,조경학,환경생태/복원,,Environmental Ecology / Restoration
F030900,F,농수해양학,조경학,조경전산기법(GIS/CAD),,Landscape Architecture computational techniques (GIS / CAD)
F031000,F,농수해양학,조경학,관광지조경,,Attractions Landscape Architecture
F031100,F,농수해양학,조경학,국토및광역조경,,Land and wide area Landscape Architecture
F031200,F,농수해양학,조경학,실내조경,,Interior Landscape
F039900,F,농수해양학,조경학,기타조경학,,Other Landscape Architecture
F040000,F,농수해양학,축산학,,,Livestock science
F040100,F,농수해양학,축산학,축산가공물/축산식품가공,,Livestock workpiece / Livestock Food Processing
F040101,F,농수해양학,축산학,축산가공물/축산식품가공,육가공,Meat Processing
F040102,F,농수해양학,축산학,축산가공물/축산식품가공,유가공,Dairy
F040103,F,농수해양학,축산학,축산가공물/축산식품가공,낙농미생물/화학,Dairy Microbiology / chemistry
F040200,F,농수해양학,축산학,가축영양/사료,,Livestock nutrition / feed
F040201,F,농수해양학,축산학,가축영양/사료,단위가축영양/사료,Units of livestock nutrition / feed
F040202,F,농수해양학,축산학,가축영양/사료,반추가축영양/사료,Ruminant Nutrition / Feed
F040300,F,농수해양학,축산학,초지학/목초생산,,Grassland studies / forage production
F040400,F,농수해양학,축산학,가축번식학/번식공학,,Livestock Reproduction studies / Breeding engineering 
F040500,F,농수해양학,축산학,축산생명공학,,Livestock Biotechnology
F040600,F,농수해양학,축산학,축산시설/환경제어,,Livestock facilities / environment control
F040700,F,농수해양학,축산학,축산경영,,Livestock Management
F040800,F,농수해양학,축산학,가축유전육종학,,Genetic Breeding Livestock
F040801,F,농수해양학,축산학,가축유전육종학,가축통계육종,Breeding livestock statistics
F040802,F,농수해양학,축산학,가축유전육종학,가축분자육종,Molecular breeding livestock
F040803,F,농수해양학,축산학,가축유전육종학,가축유전,Livestock Genetics
F049900,F,농수해양학,축산학,기타축산학,,Other Livestock studies
F050000,F,농수해양학,수산학,,,Fishery science
F050100,F,농수해양학,수산학,수산학일반,,General Fisheries
F050101,F,농수해양학,수산학,수산학일반,수산일반,General Fisheries
F050102,F,농수해양학,수산학,수산학일반,수산교육,Fisheries Education
